commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link
comment,2024-02-01T17:08:44Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0017,Swear,,,Comment on FR Doc # 2023-28232,"To the National Institute of Standards and Technology (NIST),<br/><br/>Thank you for the opportunity to respond to the Request for Information (RFI) concerning the management of risks and harms of generative AI, as outlined in Sections 4.1, 4.5, and 11 of the Executive Order on Artificial Intelligence. We at Swear would like to provide insights on the roles different AI actors can play in this landscape and discuss the current techniques for content authentication, provenance tracking, and synthetic content detection.<br/><br/>Roles of AI Actors in Managing Risks and Harms of Generative AI:<br/>-AI Developers: The primary responsibility of AI developers is to incorporate ethical considerations and risk mitigation strategies during the development phase of AI technologies. This includes embedding mechanisms for content authentication and traceability within the AI systems, especially those capable of generating synthetic content.<br/>-AI Deployers: Deployers should ensure that AI systems are used within ethical boundaries and comply with existing regulations. They are responsible for implementing content labeling and detection mechanisms to distinguish between authentic and synthetic content.<br/>-End Users: The end user&rsquo;s role involves being vigilant and informed about the potential risks associated with AI-generated content. They should be equipped with tools to verify content authenticity and be aware of the implications of sharing unverified information.<br/><br/>Current Techniques for Content Authentication and Provenance Tracking:<br/>-Swear&#39;s approach to content authentication and provenance tracking involves real-time digital watermarking and cryptographic signatures. This method ensures that any piece of digital content is authenticated at its point of creation and its journey is traceable throughout its lifecycle. (Please see Attachment 1_Swear Explainer.pdf)<br/>-The feasibility of this approach lies in its seamless integration into existing content creation and sharing platforms, requiring minimal behavioral change from end users.<br/>-Regarding validity and fitness for purpose, real-time watermarking and cryptographic techniques offer a robust solution against sophisticated AI-generated forgeries, ensuring the integrity of digital media.<br/><br/>Techniques for Synthetic Content Labeling and Detection:<br/>-Current techniques involve AI-driven algorithms that analyze visual and audio content for signs of manipulation. However, these techniques often lag behind the rapidly advancing synthetic content creation technologies.<br/>-Swear proposes a preventive approach where content is authenticated at the source, thus reducing the reliance on post-hoc detection methods. This method is more efficient in preventing the spread of synthetic content.<br/><br/>Reducing the Risk of Synthetic Content:<br/>-The key to reducing the risk lies in a proactive strategy where content is authenticated at the source rather than relying solely on detection after the content has been disseminated.<br/>-This approach involves a trade-off: while it is highly effective in preventing the spread of deepfakes, it requires direct consumer opt-in or integration into content creation tools and platforms.<br/><br/>Opposing Views:<br/>-Some may argue that real-time authentication could potentially infringe on privacy or creative freedom. However, Swear&#39;s method prioritizes user privacy and data security, ensuring that the content remains in the user&#39;s control.<br/>-Another opposing view is the reliance on AI for detection of synthetic content. While AI detection is a valuable tool, it should be complemented with proactive measures to ensure a comprehensive approach to content integrity.<br/><br/>Swear&#39;s approach to managing risks associated with generative AI involves a combination of real-time content authentication, ethical AI development practices, and informed use by end users. This approach not only addresses current challenges but is scalable and adaptable to future advancements in AI technology.","[('Attachment 1_Swear Explainer', 'https://downloads.regulations.gov/NIST-2023-0009-0017/attachment_1.pdf'), ('Attachment 2_Swear Workflow', 'https://downloads.regulations.gov/NIST-2023-0009-0017/attachment_2.pdf'), ('Attachment 3_Swear Screens', 'https://downloads.regulations.gov/NIST-2023-0009-0017/attachment_3.png')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0017
comment,2024-02-01T17:05:39Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0013,,,Anonymous,Comment on FR Doc # 2023-28232,"Submitted Comment:<br/>My response relates to responsible AI risk management for accounting and finance industry. For responsible AI risk management, the implementation of specific control activities is essential to ensure that AI systems are developed and used in a safe, ethical, and compliant manner. Here&#39;s a list of recommended control activities tailored for managing risks associated with Artificial Intelligence:<br/>1. Ethical and Legal Compliance Reviews:<br/>   - Conduct regular reviews to ensure AI systems comply with ethical standards and legal regulations.<br/>   - Implement control mechanisms to monitor changes in laws and ethical guidelines relevant to AI.<br/>2. Data Quality and Privacy Controls:<br/>   - Establish protocols for data accuracy, completeness, and relevance.<br/>   - Implement robust data privacy controls, including data anonymization and encryption<br/>3. Bias Detection and Mitigation:<br/>   - Regularly test AI models for biases (gender, racial, or otherwise).<br/>   - Implement procedures to mitigate and correct detected biases<br/>4. Model Validation and Verification:<br/>   - Conduct thorough testing and validation of AI models for reliability and accuracy.<br/>   - Implement version control and approval processes for model updates.<br/>5. Security Measures for AI Systems:<br/>   - Implement cybersecurity measures to protect AI systems from unauthorized access and tampering.<br/>   - Conduct regular security audits and vulnerability assessments.<br/>6. Transparency and Explainability Measures:<br/>   - Ensure AI decisions and processes are transparent and understandable to relevant stakeholders.<br/>   - Implement control activities like logging and reporting mechanisms to track AI decision-making processes.<br/>7. Human Oversight and Intervention:<br/>   - Establish processes for human oversight of AI decision-making.<br/>   - Develop mechanisms for manual intervention and override of AI decisions where necessary.<br/><br/>","[('Submission Comment', 'https://downloads.regulations.gov/NIST-2023-0009-0013/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0013
comment,2024-02-01T17:00:01Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0002,Robotic Technology Inc.,,,Comment on FR Doc # 2023-28232,"Robotic Technology Inc. (RTI) has been involved with autonomous AI/robot systems since the previous millennium, including performing many projects for NIST. Here we are submitting a White Paper that suggests and defines metrics for trusted autonomy. ","[('White Paper Metrics For Trusted Autonomy 3 Jan 24', 'https://downloads.regulations.gov/NIST-2023-0009-0002/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0002
comment,2024-02-01T17:01:28Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0005,OutSecure Inc,,,Comment on FR Doc # 2023-28232,The current state of AI Cybersecurity awareness and preparedness is inadequate and poses a high risk to society at large.  <br/>We require a Cybersecurity Framework focused on AI specifically.  <br/>I have been defining strategic risk based Cybersecurity &amp; Privacy programs at large Fortune 50 companies for last 25 years so know first hand that security community and leaders at most organization&#39;s have less time for complex strategy and proactive approach as is required to solve for this gap effectively.<br/>I also gave this view as a comment at a virtual NIST AI hearing.<br/>,[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0005
comment,2024-02-02T13:58:04Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0044,Centre for Information Policy Leadership (CIPL),,,Comment on FR Doc # 2023-28232,"Dear Sir or Madam,<br/>Thank you for the opportunity to comment on NIST&rsquo;s Assignments Under Sections 4.1, 4.5 and 11 of the Executive Order Concerning Artificial Intelligence (Sections 4.1, 4.5, and 11). Please find attached comments from the Centre for Information Policy Leadership (CIPL). ","[('CIPL - Response to NIST-2023-0309', 'https://downloads.regulations.gov/NIST-2023-0009-0044/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0044
comment,2024-02-02T13:58:43Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0045,"Salesforce, Inc.",,,Comment on FR Doc # 2023-28232,"See attached file(s) for Salesforce, Inc. comments","[('Salesforce Submission - NIST RFI 2.2.24 ', 'https://downloads.regulations.gov/NIST-2023-0009-0045/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0045
comment,2024-02-02T13:57:35Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0043,Kaiser Permanente,,,Comment on FR Doc # 2023-28232,"ATTN: AI E.O. RFI Comments<br/><br/>Submitted electronically to: www.regulations.gov<br/><br/>RE: Request for Information (RFI) Related to NIST&rsquo;s Assignments Under Sections 4.1, 4.5 and 11 of the Executive Order Concerning Artificial Intelligence [NIST&ndash;2023&ndash;0009&ndash;0001]<br/><br/>Kaiser Permanente offers the following comments on the above-captioned RFI.","[('KP Comments NIST AI 20240202', 'https://downloads.regulations.gov/NIST-2023-0009-0043/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0043
comment,2024-02-02T14:08:33Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0067,,,Balebako,Comment on FR Doc # 2023-28232,Please find in the uploaded file my comments regarding AI red-teaming.,"[('NIST Red Team comments from Balebako', 'https://downloads.regulations.gov/NIST-2023-0009-0067/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0067
comment,2024-02-02T14:05:29Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0056,,,Broyde,Comment on FR Doc # 2023-28232,"Generative Ai is predominantly built on copyrighted material. It cannot be allowed to be legally used in its current state while it&#39;s very existence requires it to learn from stolen data.<br/>As far as its use in a commercial sense, I wish for them to only be allowed use legally obtained data.<br/><br/>Beyond that it can be and has been used to create a significant amount of misinformation. It can be used to create misinformation that can ruin a massive amount of lives:<br/>-Mia Janine, a 14 year old girl whom committed suicide because AI generated nudes of her were spread<br/>-Ai generated clip of an official claiming they plan to sabotage the election<br/><br/>The reality of GAi is that it can speed up some jobs, while it&#39;s downsides can lead to a literal destruction of democracy through falsified information and propaganda.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0056
comment,2024-02-02T14:01:19Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0047,,,Billy,Comment on FR Doc # 2023-28232,"I am an individual commenting on the security risk of AI. I think robots can be very beneficial if used properly just like any other items. Basic robots for a few basic duties  are  probably safe. When it comes to programming adaptive personality and upgraded capabilities. I think we need several layers of security features from 3 different generations of human to secure the capabilities installment features. What&#39;s ethical for a 21 year, a 35 year old, and a 50 year old varies. We need panels from all corners of the content, all age groups and all races to work together on the creation, the adaptability, the boundaries, and the use.  There is no do over on this. Some features should require 3 layers of mankind affirmation from 3 generations.  The adaptive capabilities must be highly controlled from the very start. I hope this comment helps.<br/><br/>A Billy<br/>[EMAIL REDACTED]",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0047
comment,2024-02-02T14:03:47Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0051,,,Yago,Comment on FR Doc # 2023-28232,"AI in its current form is inherently harmful to humanity. Datasets have been created unscrupulously, taking data without consent. Datasets contain images of child sex abuse and other horrific and illegal material. AI models have been used to create pornography, which has led to at least one suicide. It is my strong conviction that all current models and datasets be abandoned, and for AI to be pursued in an ethical manner, with strong oversight.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0051
comment,2024-02-02T14:04:49Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0054,,,Anonymous,Comment on FR Doc # 2023-28232,"The most barebones regulation of Generative AI MUST be, for the future of Art and Culture, a complete lack of copyright protections and discouragement of use in general.  The relative savings of foregoing artists will lead to a rise in unemployment and a stark drop of the quality of any media made with it.  This doesn&rsquo;t touch on, however, the creation of Generative AI media directly requires a flagrant disobedience of copyright law as it currently stands.  No Generative AI model has been shown as possible without the theft of hundreds, if not thousands of copyright protected media that was not granted consent of use.  Thus, Generative AI must be seen for what it is, a theft machine built on the backs of art workers that seeks to unemploy and disenfranchise them.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0054
comment,2024-02-02T14:07:42Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0064,,,Deng,Comment on FR Doc # 2023-28232,"I am a student artist who has worked professionally in the illustration and concept art field. Generative AI as it is is unethical in using our labor and harmful towards our industry. <br/><br/>Generative AI is not equitable because it exists solely on the merits of its data, which are our data - our copyrighted images. Without this data, generative AI would not be able to compete with our labor. An ethical model would be a GenAI that only trains off of public domain images. This is well within the possibilities, but this would simply mean that AI companies make less money, and thus they do not do this.<br/><br/>It is extremely harmful to the creative ecosystem for AI companies to be able to take our labor and data for free to build a product that directly competes with us.  <br/><br/>GenAI companies should be required to build their technologies transparently and ethically. As it is, Generative Image AI is a violation of human creative rights, the right to own and protect our intellectual and creative works, and will contribute to a world in which humans are not able to control and profit off of their own work, as it is immediately cannibalized by AI systems to directly compete with itself. ",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0064
comment,2024-02-02T14:08:49Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0068,,,Campos Costanzo,Comment on FR Doc # 2023-28232,Here only to second the opinion of the commenter who submitted the stakeout.ai document on strict AI regulation.,[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0068
comment,2024-02-02T14:05:57Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0058,,,Brorson,Comment on FR Doc # 2023-28232,"Good day<br/><br/>I&#39;d like to please make a comment regarding the regulation of generative AI.<br/><br/>Imagine a world where there are no new creative ideas brought to life through the arts because aspiring creatives cannot protect their work from being taken by AI corporations without consent, credit or reparations. <br/><br/>Protecting intellectual property rights ensure that creatives have the freedom to explore and express their ideas without fear of them being consumed by AI datasets created to replace/ compete with them.<br/><br/>Thank you for allowing me the opportunity to make a comment.<br/><br/>Warm Regards<br/>Dean Brorson<br/>Fine Artist and Illustrator ",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0058
comment,2024-02-02T14:08:09Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0066,,,M,Comment on FR Doc # 2023-28232,"For a safe future with AI we need all datasets to be public. Large datasets are hosted in cloud storage, they need to be publicly accessible and searchable without any paywall or logins so that independent verification of the content can be done by anyone at any time.<br/><br/>A standardized system of disclosure is also essential. Most commercial projects rely on underlying larger AI models. These smaller companies must disclose which models and companies they are using in an up front and easy to access way. Not standardizing these disclosures creates a legal minefield for any potential customers.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0066
comment,2024-02-02T14:02:37Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0048,,,Anonymous,Comment on FR Doc # 2023-28232,"Generative AI is a humanitarian rights and public safety issue above all else. The potential for public harm is possibly catastrophic should it be left unsupervised in it&#39;s current state. It (generative AI) has already cost the livelihoods of several person&#39;s who have before now relied on their craft for making a living and are now being replaced by a mechanism that processes results based on the theft of these very same peoples works. Generative AI cannot continue to exist in its current theft based, unregulated form.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0048
comment,2024-02-02T14:06:06Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0059,,,Melley,Comment on FR Doc # 2023-28232,Generative AI should not be permitted to use any works/assets/media/etc. without the creator&#39;s/owner&#39;s explicit consent. <br/><br/>Generative AI should not be able to be copywritten. <br/><br/>The environmental cost of Generative AI should be accounted for when creating legislation or guidelines pertaining to it. ,[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0059
comment,2024-02-03T14:29:24Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0100,Anthropic,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Anthropic Response to FR Document Number 2023-28232', 'https://downloads.regulations.gov/NIST-2023-0009-0100/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0100
comment,2024-02-03T14:49:40Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0200,"Ozni AI, LLC",,,Comment on FR Doc # 2023-28232,See attached file(s),"[('OzniAI_NIST_RFI_022024', 'https://downloads.regulations.gov/NIST-2023-0009-0200/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0200
comment,2024-02-03T14:35:58Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0125,Credo AI,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Credo AI Response_NIST RFI_2 Feb 2024', 'https://downloads.regulations.gov/NIST-2023-0009-0125/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0125
comment,2024-02-03T14:48:56Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0193,Consumer Technology Association (CTA),,,Comment on FR Doc # 2023-28232,Attached.,"[('CTA comments in response to NIST RFI  2-2-24', 'https://downloads.regulations.gov/NIST-2023-0009-0193/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0193
comment,2024-02-03T14:37:00Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0129,Palantir Technologies Inc.,,,Comment on FR Doc # 2023-28232,"On behalf of Palantir Technologies Inc. (&ldquo;Palantir&rdquo;), we respectfully offer these comments to the National Institute of Standards and Technology (&ldquo;NIST&rdquo;) regarding the &ldquo;Request for Information (RFI) Related to NIST&#39;s Assignments Under Sections 4.1, 4.5 and 11 of the Executive Order Concerning Artificial Intelligence (Sections 4.1, 4.5, and 11)&rdquo; (Docket 231218-0309). Palantir welcomes these efforts to responsibly advance AI innovation by ensuring the safety, security and trustworthiness of AI systems. In the attached document, we provide our perspective on topics raised in the RFI and look forward to future opportunities to contribute constructively to this important policy discussion.","[('Palantir Response to NIST AI RFI', 'https://downloads.regulations.gov/NIST-2023-0009-0129/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0129
comment,2024-02-03T14:43:25Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0167,Amor Fati Labs,,,Comment on FR Doc # 2023-28232,"4.1: There needs to be clear linkage and delineation on dual use foundation models regarding the use of parameters and floating point operations from section 4.2b that specifies: any model that was trained using a quantity of computing power greater than 1026&nbsp;integer or floating-point operations, or using primarily biological sequence data and using a quantity of computing power greater than 1023&nbsp;integer or floating-point operations. AI model weight adjustment through forward pass/back propagation, tokenization, loss calculation, regularization, batch normalization and evaluations all necessitate floating point operations (FLOPs). And that is before you get into the language of whether you&#39;re using Floating Point (FP) 32, FP16 for training or choosing to quantize models. So while this qualifier of floating point operations and tens of billions of parameters exists in section 4.2b, it directly addresses sections 4.1 (guidelines- standards and best practices) 4.5 (synthetic content generation relative to methods that implement different variations of FLOPs) and 11 (standardization for global engagement). <br/>4.5: Identifying synthetic data generation is a tough one as that is the proverbial cat and mouse. I would submit for consideration that much like NIST has developed standards for post quantum security with the FIPS, that similar methods be established for synthetic data generation that are approved and implemented. Chasing down every new way of beating detectors is an ongoing battle that is necessary- but to be effective without being overly labor intensive it needs to be paired with synthetic data generation standards that are applied to the most high value use cases (training medical ai systems, cybersec etc) that has a seal from the government of authenticity. It is most likely this industry standard seal of authenticity will need to be post quantum secure or at least post quantum resistant to bridge the gap until full migration to post quantum security on hardware and software is set. <br/><br/>11: The reality is small language models (SLMs) and Small Multimodal models (SMMs) are already becoming the standard as well as the &quot;mixture of experts&quot; training process and implementation. In this case the answer is the development of small models (1-5 billion parameter considered small as of Feb 2 2024) that can then be compiled into a mixture of experts configuration with other small models based on use cases. Like clinical subspecialists working together on one patient with multifactorial pathologies, this model of training small domain specific models that can be combined as needed can help to focus data collection/development and training protocols. For red teaming, the most promising outside of post quantum secure FIPs is the cyberseceval from Meta with LLaMA guard and purple llama. Pushing that forward and implementing it as standard rather than recreating the wheel from scratch is the right call. <br/><br/>I have attached a proposal aligned the intersection of the domains of medicine and education addressing these same three subdomains of the EO. ","[('Amor Fati Labs response to NIST RFI on EO 14110', 'https://downloads.regulations.gov/NIST-2023-0009-0167/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0167
comment,2024-02-03T14:28:13Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0096,Kolena,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Best Practices for Trustworthy AIML  Model Testing for NIST', 'https://downloads.regulations.gov/NIST-2023-0009-0096/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0096
comment,2024-02-03T14:27:56Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0094,Accenture,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Accenture Official Comments NIST AI Executive Order RFI (2) ', 'https://downloads.regulations.gov/NIST-2023-0009-0094/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0094
comment,2024-02-03T14:27:04Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0091,,,Frank,Comment on FR Doc # 2023-28232,"I write today as a person who uses or is impacted by AI or an end user of such systems, and in my personal capacity as a career Federal employee whose use of AI will be ultimately enabled or constrained according to the guidance that NIST publishes about AI safety. In the discussion of AI actors such as myself within the framework provided in NIST AI 100-1, I would be under &ldquo;People and Planet&rdquo;, and appear to be regarded as something of an afterthought. This is a grievous mistake.<br/><br/>While it may appear that NIST AI 100 and Section 4.1 of EO 14110 have focused the attention on the development and deployment of AI systems, the paradigm of development and deployment in the case of what we consider to be generative AI &ndash; which presumes highly complex end user interactions with the software &ndash; fails to account for the fact that end users are no longer merely reacting to deployed software but crossing the boundary into development. That envelope is increasing, and can be expecting to increase further, as AI tools further bridge the gap between programming languages at various levels of abstraction and human language.<br/><br/>If the closing divide between end user and developer / deployer is not promptly addressed, the NIST project to provide risk management best practices will be certain to face a significant decrease in effectiveness, as well as an increasing risk that the project will entirely fail to produce an increase in AI safety.<br/><br/>The end user, moreover, lacks the time, resources, and interest in accounting for the many broad-based risk management issues that NIST AI 100-1 describes. Like travelers at an airport &ndash; or participants in a hackathon or conference &ndash; end users require signposts and streamlined procedures that enable them to customize a range of activities for which the general outline is known in advance. <br/><br/>To that end, I encourage NIST to develop a supplement to its risk management framework that provides a framework for end user training around current major use cases, as well as examples and explanations serving to increase end user awareness of common risks and common use cases and end user association of risks with a given use case. Such a supplement could also further the cause of Section 10 of EO 14110 by helping to identify beneficial shortcuts to AI project development, allowing Federal employees evaluating new AI projects to rapidly greenlight projects that meet certain criteria for low risk while identifying common pitfalls for other projects.<br/><br/>Such a supplement would ideally be task specific. For example, the supplement could be expected to have separate chapters for computer vision / identification problems, filtering or proximity / nearest neighbor searching, and resource allocation and other optimization problems. Ultimately, end users trained on such supplemental materials could be expected to assist in developing and using AI across these distinct tasks in a manner than supports the goals of the risk management framework, and to engage with additional caution or experimentation as appropriate to the use case and information available about the AI.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0091
