commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link
comment,2024-10-22T19:46:32Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0040,,,Anonymous,Public Comment 35. Individual. Anonymous,"This rule applies to companies who are working with Dual Use foundation models. Dual use foundation models are trained wide range of data with tens of billions of parameters. These models can significantly impact every sphere of human life. The executive order &ldquo;Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence&rdquo; (E.O. 14110) set forth the rules by which the burea of industry and security will monitor that AI models are being developed in a responsible way. This is definitely a double edged sword. At one point, we would want companies to have freedom to innovate but on the other hand we can see the potential negative consequences of large AI models in the wrong hands in terms of large scale cyberwarfare and crimes. As with most physical technologies that require patents and approvals from FDA etc, AI based models should also continue to have scrutiny especially as it relates to defense. I agree with the proposed rule under the executive order EO 14110.",[],https://api.regulations.gov/v4/comments/BIS-2024-0047-0040
comment,2024-10-22T19:46:13Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0007,WhoPoo App,,,Public Comment 6. US Business. WhoPoo App,"Biometrics don&#39;t work. Refer to the latest USCCR report on this, about facial recognition. The official recommendation is to NOT use biometrics because they have very high error rates among POC and the elderly, and there are currently no biometric data use policies posted on the DHS website to deter privacy concerns. See https://www.usccr.gov/reports/2024/civil-rights-implications-federal-use-facial-recognition-technology With respect to FRT accuracy and bias, the National Institute of Standards and Technology (NIST) <br/>testing is voluntary and represents laboratory&mdash;not real-world&mdash;results. Thus, NIST cannot say that <br/>its evaluated programs are accurately representative of the performance of all FRT deployed <br/>throughout the country. Algorithmic accuracy rates can vary widely among developers, but even with <br/>the highest-performing algorithms, tests have shown there are likely to be false positives for certain <br/>demographic groups, specifically Black people (particularly Black women), people of East Asian <br/>descent, women, and older adults. A promising FRT testing model does exist: DHS, through its <br/>Science and Technology Directorate, funds FRT research, testing, and evaluation at MdTF, which <br/>specializes in &ldquo;scenario testing&rdquo; of the entire FRT system as it is intended to be deployed. DHS is <br/>the only agency known to be testing FRT in this way.   Any agency using FRT should have a publicly available use policy. If agencies do use FRT, they <br/>should audit their use to ensure it complies with government policy. FRT vendors providing the <br/>federal government with solutions should provide users with ongoing training, technical support, <br/>and software updates to ensure their systems can maintain high accuracy across demographic groups <br/>in real-world deployment contexts. Furthermore, agencies should ensure their CAIOs work in close <br/>coordination with existing responsible officials and organizations within their organizations, <br/>including Civil Rights and General Counsel offices, to advise and update agency FRT guidance, <br/>implementation, and oversight. <br/>Federal grantees using FRT should provide verified results with respect to accuracy and performance <br/>across demographics from NIST&rsquo;s FRT Evaluation or similar government-validated third-party test.<br/><br/>",[],https://api.regulations.gov/v4/comments/BIS-2024-0047-0007
comment,2024-10-22T19:46:15Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0010,,,Anonymous,Public Comment 9. Individual. Annoymous,"Hi,<br/><br/>AI certainly has a perception of being one day like Skynet from Terminator 2. And my understanding is that many of these AI projects, must have some funding provided from the Department of Defense or other government entities. It would be interesting to learn for the public, as to how is machine learning for the AI, going to be used in matters of national defense. And will AI be just used as an aid or giving instructions of its own as well. I believe that the public should be also made aware of how AI is being used if they are receiving government funding. ",[],https://api.regulations.gov/v4/comments/BIS-2024-0047-0010
comment,2024-10-22T19:46:22Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0022,Alliance for Trust in AI,,,Public Comment 15. Other. Alliance for Trust in AI,Please find attached comments from the Alliance for Trust in AI. Thank you for the opportunity to provide input.,"[('ATAI BIS NPRM Significant Malicious Cyber-Enabled Activities', 'https://downloads.regulations.gov/BIS-2024-0047-0022/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0022
comment,2024-10-22T19:46:20Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0020,,,Anonymous,Public Comment 13. Individual. Anonymous (2)- Part 7 of 7,"PUBLIC COMMENT CONTINUED<br/>RIN 0694-AJ55 <br/>October 11, 2024<br/><br/>VII. BIS SHOULD CLARIFY HOW TO CALCULATE APPLICABLE THRESHOLDS.<br/><br/>BIS should also clarify how to calculate the thresholds contained within the NPRM, i.e., &ldquo;Conducting any AI model training run using more than 10^26 computational operations (e.g., integer or floating-point operations); or Acquiring, developing, or coming into possession of a computing cluster that has a set of machines transitively connected by data center networking of greater than 300 Gbit/s and having a theoretical maximum greater than 10^20 computational operations (e.g., integer or floating-point operations) per second (OP/s) for AI training, without sparsity.&rdquo;<br/><br/>In particular, BIS should define the terms &ldquo;computing cluster,&rdquo; &ldquo;transitively connected,&rdquo; and &ldquo;data center networking.&rdquo; The following definitions of these terms would be consistent with industry usage:<br/>&bull;  &ldquo;Computing cluster&rdquo; means a set of machines for which the connection between any two machines (including transitive connections) are at least 300 Gbit/s. If two machines are connected through links that are not able to operate at 300 Gbit/s, they should not be considered part of the same cluster.<br/>&bull;  &ldquo;Transitively connected&rdquo; means that two machines are connected through one or more intermediary machines, where the network bandwidth of the transitively connected machines is the bandwidth of communications between the machines based on the most direct path between the machines. For example, if machines A and B are directly connected by a 300 Gbit/s second connection, and B and C are directly connected by a 150 Gbit/s connection, then A and C are connected transitively with a 150 Gbit/s connection (as that is the maximum potential communication between the machines).<br/>&bull;  &ldquo;Data center networking&rdquo; should mean routers, switches, and other hardware components that enable connectivity needed to process data and run applications within a single data center. The term does not include modern cloud networks that incorporate virtualization to support data workloads and applications.<br/><br/>In addition, BIS should clarify the following:<br/>&bull;  What would constitute a single training run?<br/>-  If training takes place on a model, and at a later date (potentially much later) a decision is made to further fine-tune or otherwise enhance the model, is this second set of activity a new &ldquo;training run&rdquo; or a continuation of the first &ldquo;training run&rdquo;?<br/>-  Does the length of time between the two activities matter to this determination? <br/>-  Does it make a difference if the model was considered finished after the first run <br/>and put into productive use, before the later decision to further enhance it? <br/>-  Would it matter if the initial training was conducted by someone unrelated to the reporting person (e.g., an open source model) before the later fine-tuning or enhancement? <br/>&bull;  How is a training run that occurs across multiple quarters to be reported? For example, if the number of computational operations in each quarter is below the reporting threshold, but the total across all quarters is above the threshold, for which quarter (if any) would the run be reported?<br/>&bull;  What constitutes a single AI model for tallying up the resources used for training a model? For example, in cases where multiple distinct models are trained for different purposes, but in practice may be used in a coordinated way, are they to be considered a single AI model (with all of their individual training runs being consolidated for reporting as a single run)? Does it matter whether individual models are commonly used separately and not in coordination with other models?<br/>&bull;  For computing clusters:<br/>-  Are the theoretical maximum performance values based on peak performance or sustained performance?<br/>-  Is the 300 Gbit/s networking threshold a measure of per-link speed, or some other measure? If different parts of a cluster have links of different bandwidth, how does that affect the calculation?<br/>-  If two parts of a cluster are not connected transitively by links of at least 300 Gbit/s, are they considered separate clusters for purposes of the rule?<br/>-  What types of sparsity are excluded from the calculations, and how should the performance calculation take this into account?<br/>&bull;  What constitutes &ldquo;possession&rdquo; of a large-scale computing cluster, and how does shared usage of a cluster by unrelated parties affect the determination of who is in possession of it?<br/><br/>Thank you for your consideration.","[('image', 'https://downloads.regulations.gov/BIS-2024-0047-0020/attachment_1.png')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0020
comment,2024-10-22T19:46:25Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0028,Centre for the Governance of AI (GovAI),,,Public Comment 21. Center for AI Governance,See attached file(s),"[('Submitted_GovAI_Response to BIS RFC on the Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters', 'https://downloads.regulations.gov/BIS-2024-0047-0028/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0028
comment,2024-10-22T19:46:35Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0044,ACT | The App Association,,,Public Comment 39. Industry Association. ACT- The App Association,See attached for comments of ACT | The App Association,"[('ACT Comments re BIS Advanced AI Reporting Proposed Rule (11 Oct 2024) (w appendicies)', 'https://downloads.regulations.gov/BIS-2024-0047-0044/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0044
comment,2024-10-22T19:46:21Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0021,"Hugging Face, Inc.",,,Public Comment 14. U.S. Business. Hugging Face,The proposed rule regarding Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters covers important aspects of reporting; it sets clear goals of who should be required to report and excludes small actors who might not have the resources to fulfill regular reporting requirements. It further recognizes the changing nature of AI technology by ensuring that requirements and thresholds can be updated. <br/>We offer recommendations to strengthen the reporting requirements based on our experience with model documentation and work on social impact evaluations in the attached document.,"[('Hugging_Face_Comments__BIS-2024-0047__RIN 0694-AJ55', 'https://downloads.regulations.gov/BIS-2024-0047-0021/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0021
comment,2024-10-22T19:46:23Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0023,Palisade Research,,,Public Comment 16. Other. Palisade Research,Please see our comment in the attached file.,"[('BIS Comment_Palisade Research', 'https://downloads.regulations.gov/BIS-2024-0047-0023/attachment_1.pdf'), ('BIS Comment_Supplement_Wasil et al', 'https://downloads.regulations.gov/BIS-2024-0047-0023/attachment_2.pdf'), ('Supplement_Wasil et al_Semi-structured Interviews', 'https://downloads.regulations.gov/BIS-2024-0047-0023/attachment_3.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0023
comment,2024-10-22T19:46:35Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0045,ControlAI,,,Public Comment 40. Other. Control AI,See attached file(s),"[('FINAL comments on BIS-2024-0047 Establishment of Reporting Requirements', 'https://downloads.regulations.gov/BIS-2024-0047-0045/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0045
comment,2024-10-22T19:46:34Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0042,Intel Corporation,,,Public Comment 37. U.S. Business. Intel,See attached file(s),"[('Intel_comments_Reporting_Requirements_final', 'https://downloads.regulations.gov/BIS-2024-0047-0042/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0042
comment,2024-10-22T19:46:16Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0012,Institute for AI Policy and Strategy,,,Public Comment 11. Other. Institute for AI Strategy and Policy,See attached file(s),"[('IAPS Response to BIS RFC on Establishment of Reporting Requirements for Development of Advanced AI Models and Computing Clusters', 'https://downloads.regulations.gov/BIS-2024-0047-0012/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0012
comment,2024-10-22T19:46:18Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0015,,,Anonymous,Public Comment 13. Individual. Anonymous (2)- Part 2 of 7,"PUBLIC COMMENT CONTINUED<br/>RIN 0694-AJ55 <br/>October 11, 2024<br/><br/>II. THE AI MODEL TRAINING RUN REPORTING REQUIREMENT EXCEEDS THE SCOPE OF EXECUTIVE ORDER 14110 BECAUSE IT DOES NOT FOCUS ON DUAL-USE FOUNDATION MODELS AND IS TRIGGERED WHEN A COVERED U.S. PERSON MERELY CONDUCTS ANY AI MODEL TRAINING USING MORE THAN A STATED COMPUTATIONAL CAPACITY.<br/><br/>Section 4.2(a)(i) of EO 14110, &ldquo;directs the Secretary of Commerce to require companies developing, or demonstrating an intent to develop, potential dual-use foundation AI models to provide certain information to the Federal Government on an ongoing basis.&rdquo; As defined under EO 14110, a &ldquo;dual-use foundation model&rdquo; is a model that &ldquo;could be easily modified to exhibit, high levels of performance at tasks that pose a serious risk to security, national economic security, national public health or safety, or any combination of those matters.&rdquo;<br/><br/>Consistent with EO 14110, the preamble to the proposed rule provides: &ldquo;The reporting requirements proposed in this regulation are intended to apply to dual-use foundation models that meet technical conditions issued by the Department.&rdquo; BIS further states: &ldquo;the U.S. Government needs information about how many U.S. companies are developing, have plans to develop, or have the computing hardware necessary to develop dual-use foundation models, as well as information about the characteristics of dual-use foundation models under development.&rdquo;<br/><br/>Despite the focus on dual-use foundation models in EO 14110 and the preamble to the proposed rule, the AI model run reporting requirement at proposed section 702.7(a)(1)(i) are triggered when a &ldquo;covered U.S. person engages in, or plans, within six months, to engage in... conducting any AI model training run using more than 10^26 computational operations (e.g., integer or floating point operations). Notably, this trigger is not linked to dual-use foundation models. This language is much broader than the scope defined in EO 14110 because its sole focus is on computing power used to train an AI model, which is not a true indicator of whether an AI model is a dual-use foundation model that poses a significant risk to national security.<br/><br/>It is important for BIS to focus its limited resources on dual-use foundation models that pose actual national security concerns, and not unnecessarily burden industry. BIS should therefore revise proposed section 702.7(a)(1)(i), in the relevant part, to comport with the authority and intent stated at section 4.2(a)(i) of the EO 14110, as follows [recommended edits in CAPS]:<br/><br/>&ldquo;(i) Conducting any AI model training run FOR A DUAL-USE FOUNDATION MODEL using more than 10^26 computational operations (e.g., integer or floating-point operations);&rdquo;","[('image', 'https://downloads.regulations.gov/BIS-2024-0047-0015/attachment_1.png')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0015
